fixed_1,29940.0,93.78479838602483,29940.0,94.7847983860248,0.010550214982019869
fixed_2,29940.0,47.061102613461095,29895.0,48.061102613461046,0.020806846818363846
fixed_3,29940.0,30.37406840897407,29940.0,31.374068408974082,0.03187345635142362
fixed_5,29940.0,17.02444104538444,29760.0,18.024441045384446,0.055480222520191774
random_100,29940.0,97.12220522692223,29940.0,98.12220522692225,0.010191373070829023
random_85,29940.0,90.44739154512739,29940.0,91.44739154512736,0.010935249033390883
random_70,29940.0,77.09776418153774,29940.0,78.09776418153767,0.012804463872684453
random_55,29940.0,62.74813681794814,29895.0,63.748136817948065,0.01568673297630218
random_40,29940.0,33.71147524987147,29850.0,34.71147524987147,0.028808916728588273
fixed_5,29850.0,37.04888209076888,29895.0,37.0488820907689,5.753556077772768e-16
fixed_5,29850.0,37.04888209076888,29895.0,37.0488820907689,5.753556077772768e-16
fixed_3,29940.0,63.74813681794814,29850.0,64.74813681794815,0.015444459858539353
random_40,29940.0,61.74813681794814,29760.0,64.74813681794816,0.04633337957561783
random_55,29940.0,79.44739154512737,29940.0,91.4473915451274,0.13122298840069457
